1;0;4462.00;11.70;1311.00;0.00;0.76
2;0;275.00;12.70;1610.00;0.00;0.96
3;0;1558.00;11.45;1712.00;0.00;0.76
4;0;3513.00;10.65;1781.00;0.00;0.72
5;0;1110.00;10.87;526.00;0.00;1.04
6;0;4048.00;10.10;1333.00;0.00;1.04
7;0;4435.00;10.42;1141.00;0.00;0.80
8;0;4595.00;13.50;1269.00;0.00;0.84
9;0;4449.00;10.75;301.00;0.00;0.92
10;0;3578.00;11.40;1511.00;0.00;0.88
11;0;2515.00;10.50;1492.00;0.00;0.60
12;0;4839.00;10.40;383.00;0.00;1.08
13;0;4145.00;10.50;1553.00;0.00;0.68
14;0;4742.00;12.17;1208.00;0.00;0.92
15;0;3347.00;12.10;1383.00;0.00;0.96
16;0;1194.00;11.00;1293.00;0.00;0.84
17;0;3103.00;11.00;1467.00;0.00;1.00
18;0;4629.00;10.75;1376.00;0.00;0.84
19;0;540.00;10.80;1660.00;0.00;0.64
20;0;1923.00;11.10;1366.00;0.00;0.88
21;0;1879.00;12.27;1765.00;0.00;0.88
22;0;3179.00;13.82;1169.00;0.00;0.84
23;0;2414.00;10.42;1130.00;0.00;0.84
24;0;3464.00;10.52;1058.00;0.00;0.76
25;0;4443.00;10.07;724.00;0.00;0.76
26;0;1343.00;13.80;1180.00;0.00;0.80
27;0;3158.00;11.40;1329.00;0.00;0.96
28;0;2088.00;11.37;1276.00;0.00;0.96
29;0;1588.00;12.85;1461.00;0.00;1.00
30;0;1580.00;17.12;232.00;0.00;0.84
31;0;1406.00;12.30;1537.00;0.00;0.84
32;0;4740.00;10.47;479.00;0.00;0.92
33;0;1055.00;10.50;1162.00;0.00;0.72
34;0;1282.00;10.60;1667.00;0.00;0.60
35;0;2188.00;10.90;13.00;0.00;0.64
36;0;1957.00;11.05;1812.00;0.00;0.80
37;0;2655.00;11.72;2015.00;0.00;1.00
38;0;1886.00;12.60;1372.00;0.00;0.84
39;0;3442.00;13.47;1279.00;0.00;0.96
40;0;1048.00;10.20;1197.00;0.00;0.80
41;0;1647.00;10.55;1782.00;0.00;0.88
42;0;3081.00;11.15;1427.00;0.00;0.92
43;0;3536.00;10.25;1221.00;0.00;0.92
44;0;474.00;10.80;1683.00;0.00;0.88
45;0;2162.00;11.82;1134.00;0.00;0.80
46;0;315.00;10.40;1086.00;0.00;0.80
47;0;5096.00;12.10;1699.00;0.00;0.80
48;0;1538.00;11.62;1064.00;0.00;0.84
49;0;3623.00;11.55;1583.00;0.00;1.04
50;0;2223.00;11.05;757.00;0.00;0.88
51;0;1944.00;10.60;943.00;0.00;0.88
52;0;2124.00;11.20;1722.00;0.00;0.92
53;0;4683.00;10.10;339.00;0.00;0.72
54;0;3041.00;10.85;1426.00;0.00;0.76
55;0;1486.00;13.82;1094.00;0.00;0.92
56;0;4003.00;10.42;926.00;0.00;0.68
57;0;1759.00;13.50;1751.00;0.00;0.84
58;0;4181.00;10.65;1148.00;0.00;0.92
59;0;4541.00;13.10;1030.00;0.00;0.92
60;0;2607.00;10.60;771.00;0.00;0.60
61;0;2034.00;10.10;866.00;0.00;0.84
62;0;2472.00;10.80;861.00;0.00;0.92
63;0;3032.00;10.40;2033.00;0.00;0.60
64;0;3403.00;10.17;1712.00;0.00;0.92
65;0;4028.00;10.85;951.00;0.00;0.92
66;0;1948.00;11.95;1596.00;0.00;0.84
67;0;833.00;10.60;694.00;0.00;0.88
68;0;3242.00;12.20;1391.00;0.00;0.88
69;0;3253.00;10.50;1556.00;0.00;0.88
70;0;2282.00;11.30;21.00;0.00;0.84
71;0;3575.00;11.62;1697.00;0.00;0.72
72;0;1409.00;10.80;392.00;0.00;0.80
73;0;2905.00;10.75;35.00;0.00;0.52
74;0;4149.00;12.65;1380.00;0.00;0.80
75;0;311.00;10.70;1498.00;0.00;0.80
76;0;2433.00;10.90;1591.00;0.00;0.92
77;0;1739.00;10.45;1541.00;0.00;0.76
78;0;2877.00;11.45;884.00;0.00;0.92
79;0;2423.00;10.57;1563.00;0.00;0.80
80;0;5331.00;10.57;1515.00;0.00;0.92
81;0;926.00;10.17;505.00;0.00;0.84
82;0;3050.00;10.20;1494.00;0.00;0.92
83;0;1648.00;12.85;1664.00;0.00;0.80
84;0;3607.00;11.35;1529.00;0.00;1.08
85;0;3530.00;10.50;1756.00;0.00;0.92
86;0;4033.00;11.10;1810.00;0.00;0.92
87;0;1923.00;11.15;1802.00;0.00;0.88
88;0;4522.00;12.75;1325.00;0.00;0.88
89;0;3178.00;12.50;1240.00;0.00;0.92
90;0;3734.00;11.20;1333.00;0.00;0.88
91;0;5109.00;11.25;1594.00;0.00;0.64
92;0;1527.00;10.80;1612.00;0.00;0.96
93;0;2707.00;12.10;8.00;0.00;0.48
94;0;1903.00;10.52;1836.00;0.00;0.84
95;0;1672.00;12.55;1570.00;0.00;0.80
