1;arms_factory;2372.00;11.30;2007.00;1.73;0
1;arms_factory;2313.00;10.50;2046.00;4.39;0
1;arms_factory;2357.00;11.20;2022.00;0.78;0
1;arms_factory;2266.00;10.07;2033.00;4.90;0
1;arms_factory;2361.00;11.15;2016.00;5.00;0
1;arms_factory;2379.00;10.15;1992.00;2.84;0
1;industrial_complex;2321.00;10.45;2031.00;5.50;0
1;industrial_complex;2263.00;10.20;2045.00;0.78;0
1;industrial_complex;2282.00;10.15;2030.00;3.45;0
1;industrial_complex;2361.00;10.80;1999.00;1.29;0
1;industrial_complex;2284.00;10.07;2028.00;5.41;0
1;industrial_complex;2332.00;10.40;2014.00;5.51;0
1;air_base;2321.00;10.43;2034.00;3.35;0
1;naval_base;2329.00;9.50;2008.00;-0.40;5663
1;naval_base;2340.00;9.80;2002.00;-1.03;5663
1;naval_base;2277.00;9.50;2028.00;-0.32;5179
1;naval_base;2271.00;9.50;2030.00;0.29;5179
1;bunker;2356.00;10.75;2000.00;3.00;0
1;bunker;2329.00;10.20;2014.00;0.84;0
1;bunker;2330.00;10.95;2041.00;2.40;0
1;bunker;2288.00;10.15;2041.00;5.07;0
1;bunker;2276.00;10.40;2044.00;1.45;0
1;coastal_bunker;2274.00;9.50;2029.00;0.29;0
1;coastal_bunker;2356.00;9.50;1986.00;0.59;0
1;coastal_bunker;2309.00;9.50;2023.00;-1.80;0
1;coastal_bunker;2297.00;9.50;2026.00;-0.32;0
1;dockyard;2360.00;9.50;1983.00;0.59;0
1;anti_air_building;2335.00;10.93;2027.00;5.58;0
1;anti_air_building;2255.00;10.07;2041.00;1.96;0
1;anti_air_building;2285.00;10.10;2029.00;6.08;0
1;synthetic_refinery;2366.00;10.55;1996.00;6.18;0
1;fuel_silo;2317.00;10.40;2035.00;4.02;0
1;radar_station;2319.00;9.50;2015.00;0.98;0
1;rocket_site;2309.00;10.20;2033.00;3.07;0
1;nuclear_reactor;2379.00;10.93;2002.00;6.09;0
2;arms_factory;2826.00;10.60;2018.00;0.78;0
2;arms_factory;2877.00;10.43;2027.00;4.90;0
2;arms_factory;2786.00;10.10;2034.00;5.00;0
2;arms_factory;2887.00;10.20;2005.00;2.84;0
2;arms_factory;2889.00;10.10;1999.00;5.50;0
2;arms_factory;2835.00;10.80;2024.00;0.78;0
2;industrial_complex;2881.00;10.40;2032.00;3.45;0
2;industrial_complex;2831.00;10.18;2037.00;1.29;0
2;industrial_complex;2885.00;10.10;2015.00;5.41;0
2;industrial_complex;2900.00;10.10;2004.00;5.51;0
2;industrial_complex;2864.00;10.30;2019.00;3.35;0
2;industrial_complex;2899.00;10.00;2038.00;6.01;0
2;air_base;2806.00;10.98;2043.00;2.40;0
2;naval_base;2846.00;9.78;2036.00;-3.14;6769
2;naval_base;2921.00;9.73;1992.00;0.98;4216
2;naval_base;2832.00;10.13;2037.00;-4.45;6769
2;naval_base;2790.00;9.50;2009.00;-1.49;3862
2;naval_base;2863.00;9.50;2009.00;-0.56;2916
2;naval_base;2904.00;10.00;2039.00;-4.58;6113
2;bunker;2825.00;10.40;2011.00;1.45;0
2;bunker;2900.00;10.10;2044.00;4.47;0
2;bunker;2874.00;10.40;2020.00;0.85;0
2;bunker;2818.00;10.20;2010.00;3.51;0
2;bunker;2826.00;10.50;2033.00;1.35;0
2;bunker;2893.00;10.03;2022.00;1.46;0
2;coastal_bunker;2924.00;10.03;1998.00;0.98;0
2;coastal_bunker;2778.00;9.50;2043.00;-1.72;0
2;coastal_bunker;2914.00;10.05;2043.00;-4.58;0
2;coastal_bunker;2857.00;9.50;2011.00;0.00;0
2;coastal_bunker;2797.00;9.50;1997.00;-1.49;0
2;coastal_bunker;2872.00;9.50;2002.00;-0.56;0
2;dockyard;2842.00;9.50;2010.00;0.00;0
2;anti_air_building;2793.00;10.13;2009.00;6.09;0
2;anti_air_building;2917.00;10.00;2004.00;2.47;0
2;anti_air_building;2842.00;10.43;2027.00;5.13;0
2;synthetic_refinery;2882.00;10.20;2037.00;1.52;0
2;fuel_silo;2792.00;10.50;2042.00;4.54;0
2;radar_station;2851.00;10.20;2019.00;1.63;0
2;rocket_site;2908.00;10.10;2011.00;3.58;0
2;nuclear_reactor;2891.00;10.00;2022.00;5.14;0
3;arms_factory;3131.00;10.20;2029.00;5.00;0
3;arms_factory;3056.00;10.45;2040.00;2.84;0
3;arms_factory;3043.00;10.15;2045.00;5.50;0
3;arms_factory;3069.00;10.18;2027.00;0.78;0
3;arms_factory;3064.00;10.10;2017.00;3.45;0
3;arms_factory;3131.00;10.40;2039.00;1.29;0
3;industrial_complex;3049.00;10.65;2035.00;5.41;0
3;industrial_complex;3123.00;10.20;2030.00;5.51;0
3;industrial_complex;3044.00;10.45;2029.00;3.35;0
3;industrial_complex;3124.00;10.20;2043.00;6.01;0
3;industrial_complex;3126.00;10.15;2028.00;2.40;0
3;industrial_complex;3070.00;10.25;2039.00;3.96;0
3;air_base;3046.00;10.20;2044.00;1.80;0
3;naval_base;3021.00;10.10;2040.00;-2.08;4882
3;naval_base;3117.00;9.50;2026.00;-0.27;3246
3;naval_base;3145.00;10.05;2037.00;-4.07;5827
3;naval_base;3084.00;9.73;2025.00;-4.53;3246
3;naval_base;3075.00;10.05;2046.00;-3.14;4882
3;bunker;3021.00;10.20;2029.00;4.47;0
3;bunker;3075.00;10.30;2033.00;0.85;0
3;bunker;3098.00;10.10;2045.00;3.51;0
3;bunker;3049.00;10.07;2018.00;1.35;0
3;bunker;3140.00;10.20;2032.00;1.46;0
3;coastal_bunker;3024.00;10.10;2046.00;-2.08;0
3;coastal_bunker;3146.00;10.07;2041.00;-4.07;0
3;coastal_bunker;3063.00;10.05;2046.00;-3.14;0
3;coastal_bunker;3101.00;10.05;2046.00;-3.43;0
3;coastal_bunker;3051.00;9.75;2016.00;-0.40;0
3;dockyard;3019.00;9.50;2026.00;-2.08;0
3;anti_air_building;3056.00;10.20;2022.00;3.07;0
3;anti_air_building;3044.00;10.10;2023.00;6.09;0
3;anti_air_building;3063.00;10.50;2038.00;2.47;0
3;synthetic_refinery;3087.00;10.50;2034.00;5.13;0
3;fuel_silo;3022.00;10.40;2033.00;1.52;0
3;radar_station;3081.00;10.15;2029.00;5.32;0
3;rocket_site;3104.00;10.25;2040.00;5.74;0
3;nuclear_reactor;3084.00;10.30;2042.00;3.58;0
4;arms_factory;3177.00;10.13;2045.00;5.50;0
4;arms_factory;3173.00;10.10;2044.00;0.78;0
4;arms_factory;3183.00;10.15;2045.00;3.45;0
4;arms_factory;3180.00;10.15;2044.00;1.29;0
4;arms_factory;3186.00;10.15;2045.00;5.41;0
4;arms_factory;3186.00;10.15;2044.00;5.51;0
4;industrial_complex;3193.00;10.13;2045.00;3.35;0
4;industrial_complex;3189.00;10.20;2044.00;6.01;0
4;industrial_complex;3181.00;10.07;2043.00;2.40;0
4;industrial_complex;3170.00;10.10;2045.00;3.96;0
4;industrial_complex;3188.00;10.15;2043.00;1.80;0
4;industrial_complex;3173.00;10.10;2045.00;3.00;0
4;air_base;3173.00;10.10;2044.00;0.84;0
4;naval_base;3164.00;10.10;2046.00;-1.46;5827
4;bunker;3176.00;10.10;2044.00;5.07;0
4;coastal_bunker;3168.00;10.10;2046.00;-1.46;0
4;dockyard;3193.00;10.13;2044.00;1.57;0
4;anti_air_building;3189.00;10.10;2042.00;0.85;0
4;anti_air_building;3172.00;10.10;2045.00;3.51;0
4;anti_air_building;3181.00;10.07;2043.00;1.35;0
4;synthetic_refinery;3174.00;10.10;2045.00;1.46;0
4;fuel_silo;3188.00;10.15;2043.00;5.58;0
4;radar_station;3178.00;10.15;2044.00;3.61;0
4;rocket_site;3177.00;10.13;2044.00;6.08;0
4;nuclear_reactor;3187.00;10.15;2045.00;6.18;0
5;arms_factory;3264.00;10.10;2045.00;3.45;0
5;arms_factory;3267.00;10.10;2045.00;1.29;0
5;arms_factory;3257.00;10.20;2045.00;5.41;0
5;arms_factory;3280.00;10.10;2045.00;5.51;0
5;arms_factory;3271.00;10.10;2045.00;3.35;0
5;arms_factory;3273.00;10.10;2045.00;6.01;0
5;industrial_complex;3275.00;10.10;2045.00;2.40;0
5;industrial_complex;3257.00;10.18;2042.00;3.96;0
5;industrial_complex;3255.00;10.18;2043.00;1.80;0
5;industrial_complex;3279.00;10.10;2045.00;3.00;0
